video_id,start_time,start_seconds,video_url_with_timestamp,song_title,video_title,video_url
E1HXg-kjOI8,37:22,2242,https://www.youtube.com/watch?v=E1HXg-kjOI8&t=2242s,Candy-Go-Round,【#ノエル生誕はっぴーLIVE】今日は誕生日！！好きなことしてはっぴーになろおおお✨【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=E1HXg-kjOI8
E1HXg-kjOI8,39:59,2399,https://www.youtube.com/watch?v=E1HXg-kjOI8&t=2399s,Suspect,【#ノエル生誕はっぴーLIVE】今日は誕生日！！好きなことしてはっぴーになろおおお✨【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=E1HXg-kjOI8
E1HXg-kjOI8,40:01,2401,https://www.youtube.com/watch?v=E1HXg-kjOI8&t=2401s,でいり～だいあり～！,【#ノエル生誕はっぴーLIVE】今日は誕生日！！好きなことしてはっぴーになろおおお✨【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=E1HXg-kjOI8
E1HXg-kjOI8,44:35,2675,https://www.youtube.com/watch?v=E1HXg-kjOI8&t=2675s,鳥の詩,【#ノエル生誕はっぴーLIVE】今日は誕生日！！好きなことしてはっぴーになろおおお✨【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=E1HXg-kjOI8
E1HXg-kjOI8,51:00,3060,https://www.youtube.com/watch?v=E1HXg-kjOI8&t=3060s,太陽少女,【#ノエル生誕はっぴーLIVE】今日は誕生日！！好きなことしてはっぴーになろおおお✨【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=E1HXg-kjOI8
E1HXg-kjOI8,58:37,3517,https://www.youtube.com/watch?v=E1HXg-kjOI8&t=3517s,はっぴー,【#ノエル生誕はっぴーLIVE】今日は誕生日！！好きなことしてはっぴーになろおおお✨【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=E1HXg-kjOI8
8DQWjvFBma4,01:35,95,https://www.youtube.com/watch?v=8DQWjvFBma4&t=95s,かつて天才だった俺たちへ,【#ノエルのリリカルLIVE 】新たな団長を見てッ !【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=8DQWjvFBma4
8DQWjvFBma4,06:49,409,https://www.youtube.com/watch?v=8DQWjvFBma4&t=409s,ヨワネハキ,【#ノエルのリリカルLIVE 】新たな団長を見てッ !【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=8DQWjvFBma4
8DQWjvFBma4,09:41,581,https://www.youtube.com/watch?v=8DQWjvFBma4&t=581s,No Logic,【#ノエルのリリカルLIVE 】新たな団長を見てッ !【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=8DQWjvFBma4
8DQWjvFBma4,15:13,913,https://www.youtube.com/watch?v=8DQWjvFBma4&t=913s,眠るサカナ,【#ノエルのリリカルLIVE 】新たな団長を見てッ !【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=8DQWjvFBma4
8DQWjvFBma4,20:08,1208,https://www.youtube.com/watch?v=8DQWjvFBma4&t=1208s,お願いジュンブライト,【#ノエルのリリカルLIVE 】新たな団長を見てッ !【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=8DQWjvFBma4
8DQWjvFBma4,24:53,1493,https://www.youtube.com/watch?v=8DQWjvFBma4&t=1493s,マシンガントーク,【#ノエルのリリカルLIVE 】新たな団長を見てッ !【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=8DQWjvFBma4
8DQWjvFBma4,31:34,1894,https://www.youtube.com/watch?v=8DQWjvFBma4&t=1894s,YONA YONA DANCE,【#ノエルのリリカルLIVE 】新たな団長を見てッ !【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=8DQWjvFBma4
8DQWjvFBma4,35:23,2123,https://www.youtube.com/watch?v=8DQWjvFBma4&t=2123s,エゴロック,【#ノエルのリリカルLIVE 】新たな団長を見てッ !【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=8DQWjvFBma4
8DQWjvFBma4,49:14,2954,https://www.youtube.com/watch?v=8DQWjvFBma4&t=2954s,シリウス,【#ノエルのリリカルLIVE 】新たな団長を見てッ !【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=8DQWjvFBma4
8DQWjvFBma4,57:10,3430,https://www.youtube.com/watch?v=8DQWjvFBma4&t=3430s,リリカルMonster,【#ノエルのリリカルLIVE 】新たな団長を見てッ !【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=8DQWjvFBma4
xa7J8CE1Zms,01:40,100,https://www.youtube.com/watch?v=xa7J8CE1Zms&t=100s,ラブミーギミー,【#白銀ノエル2周年記念live】3Dライブ！いつもありがとう🍀全力でアイドルしまっする💪✨(重大告知あり...？！)【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=xa7J8CE1Zms
xa7J8CE1Zms,07:43,463,https://www.youtube.com/watch?v=xa7J8CE1Zms&t=463s,ゲッターロボ！,【#白銀ノエル2周年記念live】3Dライブ！いつもありがとう🍀全力でアイドルしまっする💪✨(重大告知あり...？！)【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=xa7J8CE1Zms
xa7J8CE1Zms,14:05,845,https://www.youtube.com/watch?v=xa7J8CE1Zms&t=845s,惑星ループ,【#白銀ノエル2周年記念live】3Dライブ！いつもありがとう🍀全力でアイドルしまっする💪✨(重大告知あり...？！)【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=xa7J8CE1Zms
xa7J8CE1Zms,21:14,1274,https://www.youtube.com/watch?v=xa7J8CE1Zms&t=1274s,Booo!,【#白銀ノエル2周年記念live】3Dライブ！いつもありがとう🍀全力でアイドルしまっする💪✨(重大告知あり...？！)【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=xa7J8CE1Zms
xa7J8CE1Zms,27:20,1640,https://www.youtube.com/watch?v=xa7J8CE1Zms&t=1640s,コネクト,【#白銀ノエル2周年記念live】3Dライブ！いつもありがとう🍀全力でアイドルしまっする💪✨(重大告知あり...？！)【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=xa7J8CE1Zms
xa7J8CE1Zms,35:29,2129,https://www.youtube.com/watch?v=xa7J8CE1Zms&t=2129s,ルミナス,【#白銀ノエル2周年記念live】3Dライブ！いつもありがとう🍀全力でアイドルしまっする💪✨(重大告知あり...？！)【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=xa7J8CE1Zms
xa7J8CE1Zms,42:31,2551,https://www.youtube.com/watch?v=xa7J8CE1Zms&t=2551s,Zzz,【#白銀ノエル2周年記念live】3Dライブ！いつもありがとう🍀全力でアイドルしまっする💪✨(重大告知あり...？！)【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=xa7J8CE1Zms
xa7J8CE1Zms,50:38,3038,https://www.youtube.com/watch?v=xa7J8CE1Zms&t=3038s,マイペース,【#白銀ノエル2周年記念live】3Dライブ！いつもありがとう🍀全力でアイドルしまっする💪✨(重大告知あり...？！)【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=xa7J8CE1Zms
xa7J8CE1Zms,57:33,3453,https://www.youtube.com/watch?v=xa7J8CE1Zms&t=3453s,ほめのび,【#白銀ノエル2周年記念live】3Dライブ！いつもありがとう🍀全力でアイドルしまっする💪✨(重大告知あり...？！)【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=xa7J8CE1Zms
JEyWbHwLKJE,02:03,123,https://www.youtube.com/watch?v=JEyWbHwLKJE&t=123s,シャカビーチ～Laka Laka La～,【3D LIVE】100万人記念🎉いっぱい歌って踊って楽しんじゃお🎶【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=JEyWbHwLKJE
JEyWbHwLKJE,10:10,610,https://www.youtube.com/watch?v=JEyWbHwLKJE&t=610s,日本全国酒飲み音頭,【3D LIVE】100万人記念🎉いっぱい歌って踊って楽しんじゃお🎶【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=JEyWbHwLKJE
JEyWbHwLKJE,19:05,1145,https://www.youtube.com/watch?v=JEyWbHwLKJE&t=1145s,レッツゴー!陰陽師,【3D LIVE】100万人記念🎉いっぱい歌って踊って楽しんじゃお🎶【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=JEyWbHwLKJE
JEyWbHwLKJE,32:14,1934,https://www.youtube.com/watch?v=JEyWbHwLKJE&t=1934s,ドキッ! こういうのが恋なの?,【3D LIVE】100万人記念🎉いっぱい歌って踊って楽しんじゃお🎶【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=JEyWbHwLKJE
JEyWbHwLKJE,34:34,2074,https://www.youtube.com/watch?v=JEyWbHwLKJE&t=2074s,ハロ／ハワユ,【3D LIVE】100万人記念🎉いっぱい歌って踊って楽しんじゃお🎶【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=JEyWbHwLKJE
JEyWbHwLKJE,41:58,2518,https://www.youtube.com/watch?v=JEyWbHwLKJE&t=2518s,ナイショの話,【3D LIVE】100万人記念🎉いっぱい歌って踊って楽しんじゃお🎶【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=JEyWbHwLKJE
JEyWbHwLKJE,49:37,2977,https://www.youtube.com/watch?v=JEyWbHwLKJE&t=2977s,風になる,【3D LIVE】100万人記念🎉いっぱい歌って踊って楽しんじゃお🎶【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=JEyWbHwLKJE
JEyWbHwLKJE,61:00,3660,https://www.youtube.com/watch?v=JEyWbHwLKJE&t=3660s,ファンサ,【3D LIVE】100万人記念🎉いっぱい歌って踊って楽しんじゃお🎶【白銀ノエル/ホロライブ】,https://www.youtube.com/watch?v=JEyWbHwLKJE
E2D_YFRHFG8,55:00,3300,https://www.youtube.com/watch?v=E2D_YFRHFG8&t=3300s,心よ原始に戻れ～2012 Version～,【#兎田ぺこら6周年記念LIVE】周年3D LIVE！ぺこらRUSH！！！！！！！ぺこ！【ホロライブ/兎田ぺこら】,https://www.youtube.com/watch?v=E2D_YFRHFG8
1WbyakjUmsI,14:18,858,https://www.youtube.com/watch?v=1WbyakjUmsI&t=858s,み む かゥ わ ナ イ ス ト ラ イ,【3D新衣装お披露目】宝鐘マリン生誕3D LIVE ！！重大告知あり！ゲスト多数＆サクラ大戦から豪華ゲストも！！【ホロライブ/宝鐘マリン】#宝鐘マリン生誕祭2025,https://www.youtube.com/watch?v=1WbyakjUmsI
gdQ4eN9wzZg,25:37,1537,https://www.youtube.com/watch?v=gdQ4eN9wzZg&t=1537s,ほめのび,"【3D LIVE】AZKi 7th Birthday Live ""Sweet Pop Story"" 新衣装お披露目＆重大発表【#AZKi生誕ライブ2025】",https://www.youtube.com/watch?v=gdQ4eN9wzZg
42h4ydJS3zk,18:12,1092,https://www.youtube.com/watch?v=42h4ydJS3zk&t=1092s,絶対アイドル辞めないで,【3DLIVE】#風真いろは生誕LIVE2025 告知&ゲストあり🎈これが風真いろはです！~Reversible~【風真いろは/ホロライブ】,https://www.youtube.com/watch?v=42h4ydJS3zk
HB8sU0qsePE,10:43,643,https://www.youtube.com/watch?v=HB8sU0qsePE&t=643s,リリカルMonster,【＃一条莉々華生誕祭2025】初の生誕ライブ開幕！！一条莉々華生誕祭ライブ2025【一条莉々華/hololive DEV_IS　ReGLOSS】,https://www.youtube.com/watch?v=HB8sU0qsePE
mt8AyISL9Ig,43:55,2635,https://www.youtube.com/watch?v=mt8AyISL9Ig&t=2635s,アカシア,【 3D LIVE 】The First Note【 #⁠音乃瀬奏生誕祭2025 】#hololiveDEV_IS #ReGLOSS,https://www.youtube.com/watch?v=mt8AyISL9Ig
XcRns_s_wQ8,39:06,2346,https://www.youtube.com/watch?v=XcRns_s_wQ8&t=2346s,POP IN 2,【3DLIVE】３D新衣装も！ #不知火フレア生誕祭2025 ゲストと一緒に盛り上がろう🎉【不知火フレア/ホロライブ】,https://www.youtube.com/watch?v=XcRns_s_wQ8
f5QgEZjH53Y,50:06,3006,https://www.youtube.com/watch?v=f5QgEZjH53Y&t=3006s,astro,【 #らでん生誕祭2025 】初！生誕ライブ～ここで出会ったのもなにかのご縁～【儒烏風亭らでん #ReGLOSS 】,https://www.youtube.com/watch?v=f5QgEZjH53Y
uB6GxHc7PRc,50:01,3001,https://www.youtube.com/watch?v=uB6GxHc7PRc&t=3001s,集結の園へ,【#兎田ぺこら生誕祭2025】生誕3D LIVE！FEVER！！！！！！！ぺこ！【ホロライブ/兎田ぺこら】,https://www.youtube.com/watch?v=uB6GxHc7PRc
